TIMESTAMP,RECORD,BATT_daily_min_V,RAIN_daily_in,RAIN_cumulative_in,AIRTEMP_daily_max_F,AIRTEMP_F_TMx,AIRTEMP_daily_min_F,AIRTEMP_F_TMn,AIRTEMP_daily_avg_F,RLTVHMDTY_daily_max_%,RH_TMx,RLTVHMDTY_daily_min_%,RH_TMn,RLTVHMDTY_daily_avg_%,WNDSP_daily_max_mph,WNDSP_mph_TMx,WNDSP_daily_min_mph,WNDSP_mph_TMn,WNDSP_daily_avg_mph,WND_DIR_daily_dgr,WND_DIR_daily_crdn,SolarRad_daily_Lnglys,SolarRad_daily_mj,ETos_daily_in,ETrs_daily_in,CornGDD_daily
2/4/2023 23:59,1038,12.44,0,0.07,25.48,2/4/2023 15:26,-1.79,2/4/2023 6:17,11.38,96.6,2/4/2023 21:18,69.06,2/4/2023 13:26,80.9,13.79,2/4/2023 14:26,0,2/4/2023 1:27,4.723,218.2,SW,196.7081,9.582854,0.017,0.022,0
2/5/2023 23:59,1039,12.6,0,0.07,23.23,2/5/2023 15:01,4.459,2/5/2023 23:41,14.4,95.2,2/5/2023 23:05,57.04,2/5/2023 15:02,78.64,10.88,2/5/2023 7:23,0,2/5/2023 3:21,3.717,228.8,WNW,236.7613,9.774665,0.021,0.025,0
2/6/2023 23:59,1040,12.64,0,0.07,32.62,2/6/2023 13:26,6.162,2/6/2023 0:50,27.01,93.5,2/6/2023 1:04,72.91,2/6/2023 13:22,83.4,25.71,2/6/2023 7:50,0,2/6/2023 0:16,9.76,172.4,SSE,132.0574,9.721012,0.022,0.03,0
2/7/2023 23:59,1041,12.62,0,0.07,31.86,2/7/2023 15:31,11.23,2/7/2023 8:22,23.71,91.1,2/7/2023 23:18,66.67,2/7/2023 15:32,79.41,19.83,2/7/2023 1:11,3.578,2/7/2023 10:33,8.44,239.6,WSW,265.6112,9.991622,0.03,0.038,0
2/8/2023 23:59,1042,12.64,0.01,0.08,42.38,2/8/2023 14:27,18.06,2/8/2023 23:51,29.74,96.8,2/8/2023 23:58,52.07,2/8/2023 14:26,78.48,14.46,2/8/2023 15:19,0,2/8/2023 17:41,5.408,188.1,S,269.0952,10.03468,0.038,0.049,0
2/9/2023 23:59,1043,12.67,0,0.08,31.63,2/9/2023 11:00,3.796,2/9/2023 23:22,19.03,98,2/9/2023 0:12,47.84,2/9/2023 14:50,75.03,27.58,2/9/2023 10:36,0,2/8/2023 23:59,8.13,270.8,NW,242.6857,10.34854,0.028,0.039,0
2/10/2023 23:59,1044,12.5,0,0.08,30.52,2/10/2023 16:09,-5.34,2/10/2023 1:55,15.15,91.3,2/10/2023 10:50,57.04,2/10/2023 16:46,74.87,20.05,2/10/2023 21:14,1.938,2/10/2023 5:28,8.18,205.6,SSW,278.406,10.54514,0.031,0.041,0
2/11/2023 23:59,1045,12.61,0,0.08,35.89,2/11/2023 14:57,16.19,2/11/2023 6:52,26.41,91.4,2/11/2023 21:07,65.14,2/11/2023 15:00,77.4,16.25,2/11/2023 0:27,0,2/11/2023 6:08,6.828,218.4,SW,272.45,10.58724,0.034,0.043,0
2/12/2023 23:59,1046,12.61,0,0.08,33.72,2/12/2023 15:43,15.02,2/12/2023 6:47,26.14,97.6,2/12/2023 6:16,74.79,2/12/2023 16:26,86.8,16.62,2/12/2023 3:18,0,2/11/2023 23:59,5.53,229.8,SW,285.7582,10.73532,0.03,0.036,0
2/13/2023 23:59,1047,12.58,0,0.08,41.63,2/13/2023 15:48,13.1,2/13/2023 3:08,27.67,96.3,2/13/2023 2:33,44.74,2/13/2023 14:41,76.28,17.52,2/13/2023 14:48,2.236,2/13/2023 4:27,7.165,186.9,S,304.7237,10.9621,0.049,0.066,0
2/14/2023 23:59,1048,12.64,0.22,0.3,39.04,2/14/2023 11:16,24.35,2/14/2023 3:25,33.29,97.9,2/14/2023 22:21,70.13,2/14/2023 5:04,83.6,23.48,2/14/2023 23:33,0,2/14/2023 4:06,6.365,128.1,E,101.4666,11.00299,0.022,0.029,0
2/15/2023 23:59,1049,12.55,0.01,0.31,32.24,2/15/2023 0:13,-3.477,2/15/2023 22:16,6.696,96.6,2/14/2023 23:59,63.97,2/15/2023 16:55,78.89,29.07,2/15/2023 5:52,0,2/15/2023 23:52,11.05,284.7,WNW,277.7169,11.63538,0.016,0.02,0
2/16/2023 23:59,1050,12.42,0,0.31,11.7,2/16/2023 15:48,-8.56,2/16/2023 23:00,1.273,88.4,2/16/2023 21:09,52.2,2/16/2023 14:40,73.71,11.25,2/16/2023 12:38,0,2/15/2023 23:59,2.697,153.1,N,314.1136,11.83763,0.019,0.023,0
2/17/2023 23:59,1051,12.44,0,0.31,24.89,2/17/2023 15:58,-12.86,2/17/2023 2:16,11.34,94.7,2/17/2023 23:58,59.7,2/17/2023 14:25,74.07,25.79,2/17/2023 12:03,0,2/16/2023 23:59,9.32,196.1,SSW,293.7055,11.91033,0.028,0.039,0
2/18/2023 23:59,1052,12.55,0.03,0.34,35.82,2/18/2023 15:59,10,2/18/2023 5:37,25.9,97.4,2/18/2023 5:42,65.88,2/18/2023 16:02,85.2,17.66,2/18/2023 13:30,0,2/18/2023 6:37,5.905,176.6,S,294.8462,11.83581,0.035,0.043,0
2/19/2023 23:59,1053,12.61,0,0.34,26.43,2/19/2023 5:30,5.448,2/19/2023 18:29,13.96,97.2,2/19/2023 1:49,49.85,2/19/2023 16:58,74.06,20.79,2/19/2023 6:13,0,2/19/2023 20:43,7.063,257.5,WNW,301.194,12.37824,0.022,0.029,0
2/20/2023 23:59,1054,12.53,0,0.34,23.95,2/20/2023 12:55,-0.369,2/20/2023 23:58,12,95.3,2/20/2023 12:55,65.18,2/20/2023 2:51,83.8,35.03,2/20/2023 14:02,0,2/20/2023 9:25,11.91,195.6,SSW,153.0551,12.35721,0.015,0.019,0
2/21/2023 23:59,1055,12.42,0,0.34,7.499,2/21/2023 17:26,-13.46,2/21/2023 8:17,-0.492,84.5,2/21/2023 18:51,65.65,2/21/2023 13:58,78.79,15.13,2/21/2023 0:06,0,2/21/2023 5:16,5.813,124,NNE,203.784,12.8493,0.012,0.015,0
2/22/2023 23:59,1056,12.46,0,0.34,9.87,2/22/2023 17:18,-3.808,2/22/2023 7:54,4.163,82.1,2/22/2023 22:13,44.87,2/22/2023 13:12,59.04,29.44,2/22/2023 21:12,5.143,2/22/2023 5:28,13.14,36.93,NE,260.839,13.08981,0.024,0.034,0
2/23/2023 23:59,1057,12.48,0,0.34,5.397,2/23/2023 0:27,-12.61,2/23/2023 23:36,-0.146,82.7,2/23/2023 7:15,69.37,2/23/2023 15:52,77.86,26.24,2/23/2023 2:28,0,2/23/2023 23:12,9.55,142.4,N,257.9656,13.25883,0.014,0.018,0
2/24/2023 23:59,1058,12.33,0,0.34,3.691,2/24/2023 17:32,-23.55,2/24/2023 7:22,-6.559,82.6,2/24/2023 20:33,55.87,2/24/2023 12:56,73.84,15.13,2/24/2023 23:47,0,2/24/2023 0:01,3.384,177.2,S,317.9153,13.53581,0.015,0.018,0
2/25/2023 23:59,1059,12.44,0,0.34,12.04,2/25/2023 13:31,-6.186,2/25/2023 8:00,3.383,88.6,2/25/2023 23:20,66.96,2/25/2023 15:40,77.75,17.96,2/25/2023 13:27,0,2/25/2023 7:23,8.61,203.6,SSW,344.8131,13.61783,0.021,0.027,0
2/26/2023 23:59,1060,12.45,0,0.34,26.42,2/26/2023 23:56,-8.05,2/26/2023 6:06,12.83,90,2/26/2023 1:38,36.79,2/26/2023 12:02,63.52,24.6,2/26/2023 20:34,0,2/26/2023 1:43,8.86,117.7,ESE,345.0777,13.82174,0.042,0.057,0
2/27/2023 23:59,1061,12.61,0.02,0.36,32.19,2/27/2023 16:36,18.97,2/27/2023 20:13,26.96,97.2,2/27/2023 12:53,60.19,2/27/2023 23:59,81,17.44,2/27/2023 2:31,0,2/27/2023 8:29,7.285,189.3,WSW,195.1038,13.61857,0.028,0.033,0
2/28/2023 23:59,1062,12.57,0,0.36,29.45,2/28/2023 14:42,3.708,2/28/2023 6:23,20.6,95.3,2/28/2023 6:49,48.16,2/28/2023 17:42,76.48,17.59,2/28/2023 23:52,0,2/28/2023 8:18,5.153,169.3,W,294.9377,14.09632,0.034,0.041,0
3/1/2023 23:59,1063,12.6,0.01,0.37,26.17,3/1/2023 0:10,2.484,3/1/2023 21:35,18.63,95.3,3/1/2023 5:21,72.84,3/1/2023 19:53,86.3,25.79,3/1/2023 6:07,0,3/1/2023 20:11,11.2,82.6,NNE,241.0304,14.26844,0.021,0.026,0
3/2/2023 23:59,1064,12.45,0,0.37,22.93,3/2/2023 16:31,-7.892,3/2/2023 6:07,11.17,92.8,3/2/2023 23:49,71.82,3/2/2023 16:36,81.2,17.44,3/2/2023 20:22,0,3/2/2023 0:01,5.848,157.9,SSE,307.3052,14.57428,0.027,0.033,0
3/3/2023 23:59,1065,12.57,0.02,0.39,32.53,3/3/2023 15:30,14.6,3/3/2023 23:43,24.53,96.5,3/3/2023 22:50,69.26,3/3/2023 15:36,86.3,18.56,3/3/2023 6:12,1.863,3/3/2023 8:51,8.1,204.5,SSW,366.7091,14.55178,0.041,0.05,0
3/4/2023 23:59,1066,12.58,0,0.39,31.85,3/4/2023 15:26,5.65,3/4/2023 23:58,18.53,96.2,3/4/2023 23:42,57.95,3/4/2023 15:26,83.1,12.07,3/4/2023 12:56,0,3/4/2023 4:03,4.778,216.4,SW,349.7531,14.88913,0.036,0.042,0
3/5/2023 23:59,1067,12.53,0,0.39,34.87,3/5/2023 16:53,4.303,3/5/2023 7:05,21.9,94.9,3/5/2023 2:51,42.13,3/5/2023 13:17,68.5,14.38,3/5/2023 16:28,0,3/5/2023 1:58,4.961,89.6,ENE,297.509,15.17223,0.044,0.06,0
3/6/2023 23:59,1068,12.62,0,0.39,33.97,3/6/2023 13:23,11.91,3/6/2023 23:58,25.61,78.01,3/6/2023 2:08,49.6,3/6/2023 13:07,63.3,17.74,3/6/2023 10:34,0.149,3/6/2023 20:46,6.592,145.1,N,394.2139,15.36712,0.056,0.073,0
3/7/2023 23:59,1069,12.55,0,0.39,27.82,3/7/2023 17:09,5.479,3/7/2023 4:37,18.3,83.3,3/7/2023 23:59,54.86,3/7/2023 1:38,65.73,14.16,3/7/2023 18:23,0,3/7/2023 4:51,6.581,54.8,NE,295.8557,15.69961,0.035,0.045,0
3/8/2023 23:59,1070,12.61,0.12,0.51,29.96,3/8/2023 14:42,25.22,3/8/2023 23:18,27.76,97.5,3/8/2023 6:35,83.2,3/7/2023 23:59,95.5,12.37,3/8/2023 3:53,0,3/8/2023 8:02,4.998,91.3,E,189.1923,15.58215,0.022,0.025,0
3/9/2023 23:59,1071,12.6,0.01,0.52,31.77,3/9/2023 16:03,26.56,3/9/2023 23:54,28.76,96.9,3/9/2023 18:42,75.66,3/9/2023 15:57,91.4,16.84,3/9/2023 15:16,2.161,3/9/2023 1:29,7.842,62.4,ENE,217.8489,15.83881,0.027,0.033,0
3/10/2023 23:59,1072,12.59,0.06,0.58,29.81,3/10/2023 15:34,14.31,3/10/2023 7:50,24.59,96.3,3/10/2023 0:21,59.24,3/10/2023 15:48,79.36,17.89,3/10/2023 23:34,0,3/10/2023 7:14,8.34,83.6,E,397.6109,16.26237,0.046,0.056,0
3/11/2023 23:59,1073,12.57,0,0.58,29.18,3/11/2023 19:30,19.81,3/11/2023 4:49,23.39,97.9,3/11/2023 20:22,76.75,3/11/2023 0:00,91,23.55,3/11/2023 14:24,0,3/11/2023 22:14,11,112.3,ESE,156.0722,16.39903,0.016,0.02,0
3/12/2023 23:59,1074,12.56,0.1,0.68,26.03,3/12/2023 14:07,15.79,3/12/2023 7:29,22.39,95.3,3/12/2023 0:00,69.51,3/12/2023 15:27,84,21.69,3/12/2023 14:14,0.745,3/12/2023 4:11,7.766,122.3,N,340.0988,16.70163,0.034,0.042,0
3/13/2023 23:59,1075,12.53,0.02,0.7,26.07,3/13/2023 14:29,-0.94,3/13/2023 23:08,14.64,92.1,3/13/2023 22:18,51.97,3/13/2023 17:21,75.11,14.16,3/13/2023 0:49,0,3/13/2023 4:04,2.767,149.6,N,451.8061,17.13407,0.045,0.051,0
3/14/2023 23:59,1076,12.5,0,0.7,27.48,3/14/2023 13:46,-3.818,3/14/2023 1:23,18.18,94.7,3/14/2023 1:42,58.86,3/14/2023 14:01,74.47,26.24,3/14/2023 12:15,0,3/14/2023 0:07,10.4,146.6,SSE,446.2074,17.29803,0.045,0.059,0
3/15/2023 23:59,1077,12.56,0,0.7,37.25,3/15/2023 15:58,11.79,3/15/2023 5:24,28.22,95.6,3/15/2023 4:36,68.56,3/15/2023 15:30,82,19.68,3/15/2023 13:09,0,3/15/2023 2:13,5.944,91.3,E,310.5594,17.27149,0.043,0.053,0
3/16/2023 23:59,1078,12.62,0,0.7,34.57,3/15/2023 23:59,4.799,3/16/2023 23:57,22,95.9,3/16/2023 3:07,63.09,3/16/2023 22:59,80.5,30.41,3/16/2023 17:21,2.311,3/16/2023 2:28,12.02,232.4,NNW,276.8758,17.68917,0.03,0.038,0
3/17/2023 23:59,1079,12.47,0,0.7,6.434,3/17/2023 23:54,-1.279,3/17/2023 7:30,2.26,81.2,3/17/2023 23:47,66.44,3/17/2023 10:11,73.75,28.99,3/17/2023 16:01,4.248,3/17/2023 23:59,13.76,297.9,WNW,439.9295,18.32847,0.021,0.027,0
3/18/2023 23:59,1080,12.47,0,0.7,16,3/18/2023 15:34,-2.638,3/18/2023 23:29,7.139,86.7,3/18/2023 23:58,47.6,3/18/2023 15:28,71.34,23.11,3/18/2023 14:04,2.311,3/18/2023 6:05,10,293.1,WNW,475.9064,18.49493,0.035,0.045,0
3/19/2023 23:59,1081,12.43,0.01,0.71,29.05,3/19/2023 16:48,-7.039,3/19/2023 5:30,14.18,86.8,3/19/2023 2:41,44.46,3/19/2023 11:59,69.53,21.54,3/19/2023 11:33,0,3/19/2023 22:41,8.58,217.3,SW,476.9227,18.54961,0.052,0.068,0
3/20/2023 23:59,1082,12.51,0,0.71,29.81,3/20/2023 15:48,2.689,3/20/2023 6:57,17.48,90.2,3/20/2023 4:55,38.83,3/20/2023 16:50,64.6,14.53,3/20/2023 11:45,0,3/20/2023 3:06,3.934,63.83,NE,477.7588,18.79141,0.054,0.065,0
3/21/2023 23:59,1083,12.53,0,0.71,30.46,3/21/2023 23:53,8.03,3/21/2023 4:57,21.13,98.6,3/21/2023 23:51,61.81,3/21/2023 0:53,81.4,26.76,3/21/2023 18:16,2.683,3/21/2023 3:20,11.81,84.6,E,334.8806,18.83532,0.035,0.044,0
3/22/2023 23:59,1084,12.6,0.09,0.8,31.73,3/22/2023 1:39,7.637,3/22/2023 22:35,23.44,99.1,3/22/2023 1:26,78.09,3/22/2023 18:00,88.7,22.06,3/22/2023 6:35,0,3/22/2023 22:47,10.29,267,W,298.3829,19.01067,0.029,0.036,0
3/23/2023 23:59,1085,12.48,0.01,0.81,25.31,3/23/2023 16:18,-5.164,3/23/2023 6:49,11.36,94.8,3/23/2023 21:34,61.62,3/23/2023 14:43,82,10.51,3/23/2023 16:41,0,3/23/2023 3:31,3.141,213,SW,464.3059,19.43563,0.042,0.049,0
3/24/2023 23:59,1086,12.45,0.01,0.82,31.68,3/24/2023 16:42,-7.04,3/24/2023 6:32,19.19,95.7,3/24/2023 8:16,48.53,3/24/2023 14:46,68.91,12.89,3/24/2023 13:52,0,3/24/2023 0:40,4.263,133.8,SE,446.1601,19.62504,0.059,0.073,0
3/25/2023 23:59,1087,12.6,0,0.82,35.84,3/25/2023 12:19,14.51,3/25/2023 23:57,28.02,82.5,3/25/2023 20:31,44.33,3/25/2023 12:13,67.42,17.52,3/25/2023 17:33,0,3/25/2023 0:22,6.345,194.1,NNW,444.8876,19.74463,0.068,0.085,0
3/26/2023 23:59,1088,12.53,0,0.82,28.03,3/26/2023 15:30,3.54,3/26/2023 6:05,16.81,88.5,3/26/2023 2:39,36.97,3/26/2023 12:25,63.82,16.02,3/26/2023 15:44,0,3/26/2023 2:32,4.463,288.6,WNW,521.5007,20.27741,0.059,0.075,0
3/27/2023 23:59,1089,12.5,0,0.82,22.89,3/27/2023 12:17,-2.625,3/27/2023 23:58,11.48,92.8,3/27/2023 5:27,49.04,3/27/2023 16:01,75.31,16.47,3/27/2023 17:10,0,3/27/2023 0:12,4.939,259.8,W,440.1646,20.40878,0.039,0.047,0
3/28/2023 23:59,1090,12.43,0,0.82,18.76,3/28/2023 14:43,-7.721,3/28/2023 5:09,6.202,89.2,3/28/2023 22:03,60.04,3/28/2023 9:15,79.09,17.37,3/28/2023 12:29,0,3/28/2023 0:43,6.729,223.6,WSW,374.0466,20.68684,0.027,0.034,0
