TIMESTAMP,RECORD,BATT_daily_min_V,RAIN_daily_in,RAIN_cmltv_in,AIRTEMP_daily_max_F,AIRTEMP_F_TMx,AIRTEMP_daily_min_F,AIRTEMP_F_TMn,AIRTEMP_daily_avg_F,RLTVHMDTY_daily_max_%,RH_TMx,RLTVHMDTY_daily_min_%,RH_TMn,RLTVHMDTY_daily_avg_%,WNDSP_daily_max_mph,WNDSP_mph_TMx,WNDSP_daily_min_mph,WNDSP_mph_TMn,WNDSP_daily_avg_mph,WND_DIR_daily_dgr,WND_DIR_daily_crdn,SolarFlux_daily_lnglys,SolarRad_daily_mj,ETos_daily_in,ETrs_daily_in,CornGDD_daily
2/1/2023 23:59,785,11.98,0,1.26,17.87,2/1/2023 16:45,-10.06,2/1/2023 6:51,4.477,86.6,2/1/2023 21:04,58.82,2/1/2023 13:52,75.01,9.02,2/1/2023 14:11,0,2/1/2023 2:29,2.985,194.9,SSW,202.9484,10.05604,0.015,0.018,0
2/2/2023 23:59,786,12.09,0,1.26,15.09,2/2/2023 8:45,-8.17,2/2/2023 23:58,5.384,86,2/2/2023 2:11,36.09,2/2/2023 12:28,60.23,26.76,2/2/2023 9:55,0,2/2/2023 2:18,8.32,285.1,WNW,253.6435,10.26966,0.024,0.035,0
2/3/2023 23:59,787,12.01,0,1.26,4.403,2/3/2023 23:02,-19.32,2/3/2023 4:28,-5.389,73.58,2/3/2023 7:39,49.15,2/3/2023 14:07,59.09,16.02,2/3/2023 22:41,0,2/3/2023 2:00,3.906,179.8,SSE,147.5452,10.49675,0.009,0.012,0
2/4/2023 23:59,788,12.07,0,1.26,28.06,2/4/2023 17:37,3.564,2/4/2023 0:13,16.22,94.6,2/4/2023 22:17,62.14,2/4/2023 2:50,72.18,13.12,2/4/2023 2:37,0,2/4/2023 4:05,3.444,159.4,SSE,158.1327,10.39557,0.018,0.023,0
2/5/2023 23:59,789,12.17,0,1.26,31.22,2/5/2023 14:35,4.647,2/5/2023 22:56,18.69,95.4,2/5/2023 4:58,58.41,2/5/2023 14:36,80.8,12.52,2/5/2023 11:11,0,2/4/2023 23:59,3.161,235.5,W,243.3865,10.48345,0.026,0.031,0
2/6/2023 23:59,790,12.24,0.05,1.31,38.03,2/6/2023 16:26,2.924,2/6/2023 2:53,25.5,97.7,2/6/2023 22:08,65.95,2/6/2023 14:43,83.7,17.22,2/6/2023 10:37,0,2/5/2023 23:59,2.9,142.5,SE,158.6682,10.54123,0.021,0.027,0
2/7/2023 23:59,791,12.29,0,1.31,35.31,2/7/2023 2:02,15.08,2/7/2023 20:33,29.61,94.1,2/7/2023 23:29,61.06,2/7/2023 15:54,80.2,19.6,2/7/2023 4:33,0,2/7/2023 18:49,6.662,241.8,WSW,252.0573,10.7174,0.034,0.044,0
2/8/2023 23:59,792,12.27,0,1.31,41.26,2/8/2023 16:47,13.43,2/8/2023 6:19,27.91,95.2,2/8/2023 4:56,61.06,2/8/2023 12:35,80.7,11.18,2/8/2023 16:11,0,2/7/2023 23:59,1.917,139.4,SSE,268.5838,10.81297,0.032,0.035,0
2/9/2023 23:59,793,12.33,0,1.31,37.7,2/9/2023 15:08,18.12,2/9/2023 0:26,28.43,97.1,2/9/2023 0:34,41.06,2/9/2023 20:21,77.19,26.09,2/9/2023 20:20,0,2/8/2023 23:59,6.969,278.5,NNW,128.9165,10.95878,0.023,0.03,0
2/10/2023 23:59,794,12.2,0,1.31,24.08,2/10/2023 15:56,1.121,2/10/2023 8:33,15.75,81,2/10/2023 20:35,54.23,2/10/2023 0:22,68.39,14.16,2/10/2023 1:12,0,2/10/2023 4:40,5.213,225.4,SW,278.3929,11.448,0.028,0.035,0
2/11/2023 23:59,795,12.27,0,1.31,35.01,2/11/2023 15:16,18.61,2/11/2023 1:36,27.79,93.2,2/11/2023 23:06,63.11,2/11/2023 11:34,74.43,20.65,2/11/2023 9:57,0,2/11/2023 1:53,6.987,204,SSW,282.5298,11.37968,0.039,0.051,0
2/12/2023 23:59,796,12.31,0,1.31,35.4,2/12/2023 15:54,10.56,2/12/2023 7:00,24.03,95.1,2/12/2023 5:14,69.68,2/12/2023 11:21,84.6,9.02,2/12/2023 23:49,0,2/11/2023 23:59,3.024,213.2,SW,283.0681,11.54463,0.032,0.036,0
2/13/2023 23:59,797,12.31,0,1.31,39.95,2/13/2023 15:28,14.42,2/13/2023 6:59,29.81,95.3,2/13/2023 7:08,58.48,2/13/2023 15:57,78.69,11.7,2/13/2023 23:28,0,2/13/2023 15:24,4.499,190.4,SSW,288.5232,11.70689,0.036,0.044,0
2/14/2023 23:59,798,12.33,0.88,2.19,41.97,2/14/2023 6:15,34.21,2/14/2023 2:08,38.6,97.3,2/14/2023 19:26,61.3,2/14/2023 6:25,82.5,15.06,2/14/2023 16:17,0,2/14/2023 5:15,5.437,139.8,SE,37.14092,11.696,0.011,0.016,0
2/15/2023 23:59,799,12.27,0.16,2.35,36.45,2/15/2023 0:05,16.47,2/15/2023 23:01,28.21,97,2/14/2023 23:59,65.14,2/15/2023 15:37,80.3,25.86,2/15/2023 9:24,0,2/15/2023 21:15,8.76,288.1,WNW,244.9409,12.14834,0.032,0.042,0
2/16/2023 23:59,800,12.32,0,2.35,18.54,2/16/2023 0:06,6.701,2/16/2023 23:59,15.01,80.4,2/16/2023 5:13,54.32,2/16/2023 16:18,66.42,19.53,2/16/2023 14:22,0,2/16/2023 22:09,7.814,230.9,N,242.3945,12.55031,0.026,0.037,0
2/17/2023 23:59,801,12.16,0,2.35,27.18,2/17/2023 16:59,-2.253,2/17/2023 7:06,14,84.6,2/17/2023 6:48,56.08,2/17/2023 14:07,72.63,16.99,2/17/2023 16:09,0,2/17/2023 0:27,6.672,197.4,SSW,307.7571,12.72033,0.029,0.038,0
2/18/2023 23:59,802,12.27,0,2.35,38.38,2/18/2023 16:34,14.92,2/18/2023 7:26,27.99,93.4,2/18/2023 7:23,67.38,2/18/2023 16:32,79.87,10.43,2/18/2023 0:07,0,2/18/2023 3:59,2.503,150.3,SSE,236.4797,12.62298,0.028,0.033,0
2/19/2023 23:59,803,12.31,0,2.35,34.08,2/19/2023 15:28,14.25,2/19/2023 23:58,25,96.4,2/19/2023 6:06,70.06,2/19/2023 17:23,85.3,15.06,2/19/2023 15:08,0,2/18/2023 23:59,5.174,241.1,WSW,182.6776,12.79128,0.021,0.027,0
2/20/2023 23:59,804,12.23,0.05,2.4,36.39,2/20/2023 16:52,6.942,2/20/2023 4:24,21.38,92.1,2/20/2023 4:15,64.2,2/20/2023 20:40,81.6,27.2,2/20/2023 17:17,0,2/19/2023 23:59,7.443,209.7,SW,139.6185,12.99536,0.021,0.027,0
2/21/2023 23:59,805,12.14,0,2.4,15.9,2/21/2023 23:46,2.84,2/21/2023 8:09,9.74,89.3,2/21/2023 21:54,62.97,2/21/2023 14:27,79.14,20.42,2/21/2023 0:05,0,2/21/2023 7:48,5.936,168.9,WNW,172.3211,13.56286,0.017,0.02,0
2/22/2023 23:59,806,12.19,0.01,2.41,21.42,2/22/2023 16:52,15.23,2/22/2023 5:31,18.24,90.3,2/22/2023 19:54,71.53,2/22/2023 12:52,84.2,25.71,2/22/2023 12:20,7.528,2/22/2023 7:40,14.94,41.47,NE,127.5873,13.60316,0.019,0.026,0
2/23/2023 23:59,807,12.14,0,2.41,18.4,2/23/2023 10:25,-9.63,2/23/2023 22:57,12.49,92.1,2/23/2023 10:23,74.34,2/23/2023 21:58,85.6,28.1,2/23/2023 3:25,0,2/23/2023 21:51,10.01,189.1,N,260.5677,13.82057,0.019,0.023,0
2/24/2023 23:59,808,12.01,0,2.41,9.63,2/24/2023 13:45,-21.19,2/24/2023 4:34,-1.529,87,2/24/2023 0:04,63.25,2/24/2023 15:50,76.9,8.2,2/24/2023 5:47,0,2/24/2023 1:25,1.901,204.7,SW,245.9847,14.25659,0.015,0.016,0
2/25/2023 23:59,809,12.09,0,2.41,24.32,2/25/2023 16:23,-10.94,2/25/2023 6:51,10.18,94.2,2/25/2023 22:28,71.05,2/25/2023 15:46,81.9,20.35,2/25/2023 13:06,0,2/24/2023 23:59,4.164,181.8,SSW,355.415,14.26587,0.027,0.032,0
2/26/2023 23:59,810,12.2,0.04,2.45,34.8,2/26/2023 23:57,-10.45,2/26/2023 6:14,15.98,88.9,2/26/2023 0:39,38.1,2/26/2023 13:26,64.43,11.85,2/26/2023 17:06,0,2/25/2023 23:59,3.233,118.1,E,358.1201,14.50112,0.045,0.056,0
2/27/2023 23:59,811,12.35,0.06,2.51,36.95,2/27/2023 1:20,29.12,2/27/2023 23:50,33.41,96.1,2/27/2023 15:49,59.26,2/27/2023 0:00,87.1,17.22,2/27/2023 0:31,0.224,2/27/2023 3:01,6.389,189.7,N,111.569,14.26574,0.018,0.021,0
2/28/2023 23:59,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2023 23:59,0,12.37,0.05,0.05,38.68,3/1/2023 10:43,-110.2,3/1/2023 6:31,32.73,93.1,3/1/2023 6:40,0.475,3/1/2023 6:31,84.5,20.79,3/1/2023 20:02,0,3/1/2023 6:31,9.66,228.8,W,142.032,14.7072,0.028,0.036,0
3/2/2023 23:59,1,12.25,0,0.05,28.34,3/2/2023 19:55,16.5,3/2/2023 23:59,23.82,94.9,3/2/2023 23:42,75.86,3/2/2023 13:48,81.6,15.06,3/2/2023 0:05,0,3/2/2023 8:05,4.941,157.5,SSE,242.6676,15.17187,0.029,0.034,0
3/3/2023 23:59,2,12.2,0,0.05,37.15,3/3/2023 14:28,10.73,3/3/2023 6:57,24.35,95.7,3/3/2023 0:56,70.05,3/3/2023 13:00,85.6,6.783,3/3/2023 11:29,0,3/2/2023 23:59,1.736,187.4,SSW,340.3745,15.25313,0.044,0.048,0
3/4/2023 23:59,3,12.32,0,0.05,37.55,3/4/2023 14:45,17.22,3/4/2023 23:25,27.7,96.1,3/4/2023 3:56,64.09,3/4/2023 14:45,83.5,13.94,3/4/2023 14:37,0,3/4/2023 0:15,4.318,218.6,SW,292.8875,15.46341,0.038,0.046,0
3/5/2023 23:59,4,12.29,0,0.05,39.45,3/5/2023 14:14,9.67,3/5/2023 5:14,27.15,98.4,3/5/2023 23:17,50.39,3/5/2023 14:12,81.9,21.32,3/5/2023 19:14,0,3/5/2023 0:51,5.164,96.4,ENE,227.488,15.75923,0.038,0.048,0
3/6/2023 23:59,5,12.33,0.28,0.33,36.97,3/6/2023 15:56,29.79,3/6/2023 23:47,34.02,97.9,3/6/2023 1:09,74.64,3/6/2023 21:34,88.1,20.2,3/6/2023 2:10,3.503,3/6/2023 23:46,9.62,72.92,NNE,194.0503,15.76171,0.032,0.04,0
3/7/2023 23:59,6,12.31,0,0.33,39.04,3/7/2023 15:05,29.87,3/7/2023 7:41,34.3,89.5,3/7/2023 7:04,51.45,3/7/2023 15:01,70.5,13.49,3/7/2023 1:55,0,3/7/2023 5:00,5.16,71.33,ENE,345.8527,16.14472,0.058,0.073,0
3/8/2023 23:59,7,12.39,0,0.33,36.15,3/8/2023 9:49,27.4,3/8/2023 3:11,32.93,88.7,3/8/2023 21:06,51.41,3/8/2023 9:51,69.3,13.49,3/8/2023 9:59,0,3/8/2023 0:06,3.054,125.3,ENE,137.3242,16.38429,0.031,0.041,0
3/9/2023 23:59,8,12.31,0.01,0.34,35,3/9/2023 4:28,28.38,3/9/2023 23:57,31.64,97.1,3/9/2023 23:32,63.23,3/9/2023 5:06,85.5,22.14,3/9/2023 15:39,0,3/9/2023 0:25,7.241,63.19,ENE,177.2423,16.49462,0.027,0.033,0
3/10/2023 23:59,9,12.29,0.09,0.43,33.12,3/10/2023 16:41,24.03,3/10/2023 7:24,29.33,97.5,3/10/2023 4:05,62.61,3/10/2023 16:37,82.7,13.04,3/10/2023 8:49,0,3/10/2023 3:39,4.907,62.3,NNE,294.8545,16.84583,0.04,0.047,0
3/11/2023 23:59,10,12.31,0.02,0.45,31.97,3/11/2023 9:39,28.96,3/11/2023 1:53,30,95.7,3/11/2023 18:53,76.42,3/11/2023 0:06,85.9,18.26,3/11/2023 12:36,0,3/11/2023 1:55,4.584,107.4,ESE,119.2262,16.99154,0.021,0.026,0
3/12/2023 23:59,11,12.27,0.03,0.48,32.54,3/12/2023 2:30,23.29,3/12/2023 23:49,28.77,95.1,3/12/2023 0:05,76.16,3/12/2023 17:20,84.3,24.67,3/12/2023 22:29,1.043,3/12/2023 1:35,9.58,254.9,WSW,257.6882,17.30123,0.036,0.043,0
3/13/2023 23:59,12,12.21,0,0.48,29.91,3/13/2023 15:39,2.009,3/13/2023 23:58,20.87,91.8,3/13/2023 22:48,54.52,3/13/2023 15:56,73.47,21.47,3/13/2023 3:22,0,3/13/2023 19:16,7.808,235.2,NNW,449.1704,17.7161,0.051,0.064,0
3/14/2023 23:59,13,12.23,0,0.48,31.88,3/14/2023 16:39,-5.102,3/14/2023 7:11,17.82,90.7,3/14/2023 0:47,51.79,3/14/2023 14:38,70.47,19.23,3/14/2023 22:56,0,3/14/2023 0:00,4.345,165.3,SSE,448.9284,18.0075,0.052,0.064,0
3/15/2023 23:59,14,12.39,0.01,0.49,47.06,3/15/2023 22:23,30.27,3/15/2023 0:38,38.35,75.77,3/15/2023 20:29,62.72,3/15/2023 10:16,67.66,23.03,3/15/2023 23:20,0,3/15/2023 6:52,6.703,154.8,SSE,295.8502,17.83643,0.059,0.075,0
3/16/2023 23:59,15,12.29,0.27,0.76,45.76,3/16/2023 0:00,20.25,3/16/2023 23:58,34.77,98.1,3/16/2023 12:29,68.1,3/16/2023 0:00,83.5,32.87,3/16/2023 16:34,0,3/16/2023 2:57,10.26,253.5,WNW,68.8164,17.92318,0.02,0.025,0
3/17/2023 23:59,16,12.18,0,0.76,20.53,3/17/2023 0:00,6.455,3/17/2023 22:08,11.79,78.92,3/17/2023 23:54,56.83,3/17/2023 16:58,67.34,26.98,3/17/2023 16:18,2.161,3/17/2023 7:37,11.62,288.7,WNW,463.8859,18.884,0.04,0.051,0
3/18/2023 23:59,17,12.27,0,0.76,25.81,3/18/2023 16:18,7.772,3/18/2023 0:03,16.55,81.9,3/18/2023 2:53,40.23,3/18/2023 16:44,62.91,22.06,3/18/2023 14:49,1.416,3/18/2023 0:01,9.83,303.6,NW,417.0187,19.05633,0.047,0.065,0
3/19/2023 23:59,18,12.26,0,0.76,38.03,3/19/2023 17:08,3.012,3/19/2023 6:40,22.18,79.33,3/19/2023 6:44,51.4,3/19/2023 13:17,64.41,23.25,3/19/2023 17:07,0,3/19/2023 7:17,8.89,217.7,SW,474.089,19.13412,0.061,0.08,0
3/20/2023 23:59,19,12.35,0,0.76,36.73,3/20/2023 15:29,18.06,3/20/2023 7:01,30.68,91,3/20/2023 7:08,55.18,3/20/2023 15:00,67.17,17.29,3/20/2023 1:34,0,3/20/2023 3:17,6.823,95.5,NNE,469.4243,19.13675,0.067,0.083,0
3/21/2023 23:59,20,12.38,0.12,0.88,40.07,3/21/2023 22:47,20.84,3/21/2023 2:46,32.72,92.3,3/21/2023 23:57,66.98,3/21/2023 15:30,73.87,15.58,3/21/2023 9:07,0,3/21/2023 2:29,6.538,73.62,ENE,390.2825,19.23902,0.057,0.071,0
3/22/2023 23:59,21,12.4,0.08,0.96,38.62,3/22/2023 2:08,28.46,3/22/2023 23:38,33.25,98.4,3/22/2023 6:31,72.29,3/22/2023 8:58,84.2,20.12,3/22/2023 8:09,0,3/22/2023 0:04,8.04,247,WSW,303.692,19.49594,0.038,0.048,0
3/23/2023 23:59,22,12.35,0,0.96,36.1,3/23/2023 13:34,16.48,3/23/2023 23:32,27.83,91.5,3/23/2023 23:46,45.08,3/23/2023 17:29,70.08,16.84,3/23/2023 5:02,0,3/23/2023 12:31,4.324,264.3,NW,503.8457,19.9086,0.071,0.083,0
3/24/2023 23:59,23,12.31,0,0.96,43.74,3/24/2023 16:46,10.24,3/24/2023 6:48,26.47,93.3,3/24/2023 7:28,29.85,3/24/2023 16:49,68.54,5.963,3/24/2023 23:20,0,3/23/2023 23:59,1.067,175.9,NW,507.5021,20.15039,0.074,0.08,0
3/25/2023 23:59,24,12.37,0,0.96,43.63,3/25/2023 15:15,22.32,3/25/2023 2:37,33.35,91,3/25/2023 5:50,36.33,3/25/2023 13:49,65.27,14.46,3/25/2023 11:51,0,3/25/2023 0:11,3.756,257.7,NW,457.6123,20.26824,0.077,0.096,0
3/26/2023 23:59,25,12.38,0,0.96,40.61,3/26/2023 15:11,17.96,3/26/2023 6:55,30.26,95.7,3/26/2023 7:20,47.44,3/26/2023 15:10,71.18,14.53,3/26/2023 15:21,0,3/26/2023 5:35,3.691,202.1,NW,503.3366,20.45193,0.078,0.092,0
3/27/2023 23:59,26,12.35,0,0.96,40.5,3/27/2023 15:21,18.04,3/27/2023 3:59,28.54,84,3/27/2023 0:52,32.47,3/27/2023 15:14,63.62,12.22,3/27/2023 17:25,0,3/26/2023 23:59,3.521,221.9,WSW,467.0883,20.84672,0.074,0.089,0
3/28/2023 23:59,27,12.35,0,0.96,35.41,3/28/2023 16:39,16.08,3/28/2023 7:09,25.58,84.3,3/28/2023 0:13,49.71,3/28/2023 14:25,66.71,21.61,3/28/2023 17:01,0,3/28/2023 1:29,6.971,262.9,W,459.8406,21.13577,0.061,0.078,0
3/29/2023 23:59,28,12.3,0,0.96,28.33,3/29/2023 16:47,11.22,3/29/2023 6:11,19.31,87.2,3/29/2023 23:42,36.21,3/29/2023 16:24,62.07,15.35,3/29/2023 0:15,0,3/29/2023 6:08,5.254,263,W,526.3922,21.57359,0.063,0.076,0
3/30/2023 23:59,29,12.28,0.06,1.02,37.28,3/30/2023 15:09,10.73,3/30/2023 1:53,27.3,93.3,3/30/2023 19:05,47.28,3/30/2023 10:03,77.65,22.29,3/30/2023 14:20,0,3/29/2023 23:59,5.199,104.4,E,203.4877,21.43621,0.036,0.046,0
